variant,case_id,complexity,category,P@5,R@5,F1@5,nDCG@5,MAP,MRR,rank_changed_at5,mean_abs_score_delta,n_detected_problems
Product Feature Mode,DISABLED_005,simple,คนพิการ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.06016455102307789,3
Product Feature Mode,DISABLED_006,moderate,คนพิการ,0.6,0.6,0.6,0.7392913723522897,0.5666666666666667,1.0,True,0.05140652526591224,4
Product Feature Mode,DISABLED_007,complex,คนพิการ,0.8,0.5,0.6153846153846154,0.9218235822624828,0.8009129759129758,1.0,True,0.047662669596050915,8
Product Feature Mode,DISABLED_008,moderate,คนพิการ,0.0,0.0,0.0,0.0,0.0,0.0,True,0.07070928032301636,3
Product Feature Mode,DISABLED_009,simple,คนพิการ,0.0,0.0,0.0,0.0,0.0,0.0,True,0.06317415478585732,2
Product Feature Mode,DISABLED_010,moderate,คนพิการ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.04750969603971882,4
Product Feature Mode,HOMELESS_001,moderate,คนเร่ร่อน/ไร้ที่อยู่,0.2,0.5,0.28571428571428575,0.8262346571285599,0.5769230769230769,1.0,True,0.04541170256300068,4
Product Feature Mode,HOMELESS_002,complex,คนเร่ร่อน/ไร้ที่อยู่,0.2,1.0,0.33333333333333337,0.6309297535714575,0.5,0.5,True,0.05427079468870775,2
Product Feature Mode,HOMELESS_003,simple,คนเร่ร่อน/ไร้ที่อยู่,0.2,1.0,0.33333333333333337,0.43067655807339306,0.25,0.25,True,0.04838662673050146,4
Product Feature Mode,HOMELESS_004,moderate,คนเร่ร่อน/ไร้ที่อยู่,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.051757361174266076,2
Product Feature Mode,HOMELESS_005,complex,คนเร่ร่อน/ไร้ที่อยู่,0.0,0.0,0.0,0.0,0.0,0.0,True,0.05171374764592505,4
Product Feature Mode,MENTAL_001,moderate,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.6,0.75,0.6666666666666665,0.7903299296767691,0.9166666666666666,1.0,True,0.08009465533476146,4
Product Feature Mode,MENTAL_002,complex,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,True,0.05225742171066542,2
Product Feature Mode,MENTAL_003,simple,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0512025907188861,1
Product Feature Mode,MENTAL_004,moderate,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,True,0.04804285648937721,4
Product Feature Mode,MENTAL_005,moderate,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,True,0.05504185901763866,0
Product Feature Mode,MENTAL_006,complex,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.2,1.0,0.33333333333333337,0.5,0.3333333333333333,0.3333333333333333,True,0.05087943555140985,1
Product Feature Mode,MENTAL_007,simple,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,True,0.05195359442232784,1
Product Feature Mode,MENTAL_008,moderate,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,True,0.049191431945654826,6
Product Feature Mode,MENTAL_009,complex,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.0,0.0,0.0,0.0,0.0,0.0,True,0.04837289011739788,0
Product Feature Mode,MENTAL_010,moderate,ผู้ประสบปัญหาสุขภาพจิตและจิตเวช,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.04695865442093221,4
Product Feature Mode,SUBSTANCE_001,moderate,ผู้ประสบปัญหายาเสพติด,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,True,0.06770569775217722,4
Product Feature Mode,SUBSTANCE_002,complex,ผู้ประสบปัญหายาเสพติด,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.06659217880612006,7
Product Feature Mode,SUBSTANCE_003,simple,ผู้ประสบปัญหายาเสพติด,0.0,0.0,0.0,0.0,0.0,0.0,True,0.047945392949668,1
Product Feature Mode,SUBSTANCE_005,moderate,ผู้ประสบปัญหายาเสพติด,0.0,0.0,0.0,0.0,0.0,0.0,True,0.048403146365932535,3
Product Feature Mode,NCD_001,simple,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.0,0.0,True,0.048433479973569185,1
Product Feature Mode,NCD_002,moderate,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,True,0.07862247896642717,1
Product Feature Mode,NCD_003,moderate,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.4,1.0,0.5714285714285715,0.9197207891481876,0.8333333333333333,1.0,True,0.07173283174038377,5
Product Feature Mode,NCD_004,complex,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,True,0.1118461087456847,4
Product Feature Mode,NCD_005,simple,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.0,0.0,True,0.04836192581291674,1
Product Feature Mode,NCD_006,moderate,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.0,0.0,True,0.04980155262855901,1
Product Feature Mode,NCD_007,moderate,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.05210883571131222,4
Product Feature Mode,NCD_008,complex,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.0,0.0,True,0.08989392506558617,2
Product Feature Mode,NCD_009,simple,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.0,0.0,0.0,0.0,0.0,0.0,True,0.04967269250419267,1
Product Feature Mode,NCD_010,moderate,ผู้ป่วยโรคเรื้อรังไม่ติดต่อ (NCD),0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.057614177236830336,4
Product Feature Mode,HIV_TB_001,moderate,ผู้ป่วยเอดส์และวัณโรค,0.2,0.5,0.28571428571428575,0.6131471927654584,0.6666666666666666,1.0,True,0.08305761870741399,3
Product Feature Mode,HIV_TB_002,complex,ผู้ป่วยเอดส์และวัณโรค,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.08005148291717708,3
Product Feature Mode,HIV_TB_003,simple,ผู้ป่วยเอดส์และวัณโรค,0.0,0.0,0.0,0.0,0.0,0.0,True,0.05426625106029497,1
Product Feature Mode,HIV_TB_004,moderate,ผู้ป่วยเอดส์และวัณโรค,0.0,0.0,0.0,0.0,0.0,0.0,True,0.04793933323582274,2
Product Feature Mode,HIV_TB_005,complex,ผู้ป่วยเอดส์และวัณโรค,0.2,1.0,0.33333333333333337,0.5,0.3333333333333333,0.3333333333333333,True,0.08656824203623885,6
Product Feature Mode,BEDRIDDEN_001,complex,เคสติดเตียงไร้ญาติ,0.6,0.6,0.6,0.7227265726449519,0.8583333333333332,1.0,True,0.07601799688539976,5
Product Feature Mode,BEDRIDDEN_002,moderate,เคสติดเตียงไร้ญาติ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.10772541548187173,3
Product Feature Mode,BEDRIDDEN_003,moderate,เคสติดเตียงไร้ญาติ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.0452840315732025,3
Product Feature Mode,BEDRIDDEN_004,complex,เคสติดเตียงไร้ญาติ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.130612734487495,4
Product Feature Mode,BEDRIDDEN_005,moderate,เคสติดเตียงไร้ญาติ,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,True,0.058129787743977895,4
Product Feature Mode,BEDRIDDEN_006,simple,เคสติดเตียงไร้ญาติ,0.0,0.0,0.0,0.0,0.0,0.0,True,0.05372291446318599,2
Product Feature Mode,BEDRIDDEN_007,complex,เคสติดเตียงไร้ญาติ,0.2,0.5,0.28571428571428575,0.6131471927654584,0.6666666666666666,1.0,True,0.09808966751341944,6
Product Feature Mode,BEDRIDDEN_008,moderate,เคสติดเตียงไร้ญาติ,0.0,0.0,0.0,0.0,0.0,0.0,True,0.09758136731074195,3
Product Feature Mode,BEDRIDDEN_009,moderate,เคสติดเตียงไร้ญาติ,0.2,0.5,0.28571428571428575,0.6131471927654584,0.625,1.0,True,0.05328120578867313,2
